,input_number,input,input_ensg,ensg_number,ortholog_name,ortholog_ensg,description
336,1163,Clstn1,ENSMUSG00000039953,1163.1.1,CLSTN1,ENSG00000171603,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
1103,1164,Nav1,ENSMUSG00000009418,1164.1.1,NAV1,ENSG00000134369,neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]
577,1165,Ezh1,ENSMUSG00000006920,1165.1.1,EZH1,ENSG00000108799,enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]
1327,1166,Prelid1,ENSMUSG00000021486,1166.1.1,PRELID1,ENSG00000169230,PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]
528,1167,Eif4a1,ENSMUSG00000059796,1167.1.1,EIF4A1,ENSG00000161960,eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]
433,1168,Dazap2,ENSMUSG00000000346,1168.1.1,DAZAP2,ENSG00000183283,DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]
1801,1169,Tgfbr2,ENSMUSG00000032440,1169.1.1,TGFBR2,ENSG00000163513,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]
361,1170,Cops9,ENSMUSG00000073616,1170.1.1,COPS9,ENSG00000172428,COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]
1049,1171,Mrps21,ENSMUSG00000054312,1171.1.1,MRPS21,ENSG00000266472,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]
1190,1172,Numa1,ENSMUSG00000066306,1172.1.1,NUMA1,ENSG00000137497,nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]
1714,1173,Srarp,ENSMUSG00000070637,1173.1.1,SRARP,ENSG00000183888,steroid receptor associated and regulated protein [Source:HGNC Symbol;Acc:HGNC:28339]
661,1174,Ghitm,ENSMUSG00000041028,1174.1.1,GHITM,ENSG00000165678,growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]
1107,1175,Nckap1,ENSMUSG00000027002,1175.1.1,NCKAP1,ENSG00000061676,NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]
73,1176,Anapc13,ENSMUSG00000035048,1176.1.1,ANAPC13,ENSG00000129055,anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]
1236,1177,Pdrg1,ENSMUSG00000027472,1177.1.1,PDRG1,ENSG00000088356,p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]
1685,1178,Snrpb,ENSMUSG00000027404,1178.1.1,SNRPB,ENSG00000125835,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]
590,1179,Fam69a,ENSMUSG00000029270,1179.1.1,DIPK1A,ENSG00000154511,divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]
774,1180,Hnrnph1,ENSMUSG00000007850,1180.1.1,HNRNPH1,ENSG00000169045,heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]
1020,1181,Mkrn1,ENSMUSG00000029922,1181.1.1,MKRN1,ENSG00000133606,makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]
130,1182,Atp1a2,ENSMUSG00000007097,1182.1.1,ATP1A2,ENSG00000018625,ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]
734,1183,Hdgf,ENSMUSG00000004897,1183.1.1,HDGF,ENSG00000143321,heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]
600,1184,Fgfr1op2,ENSMUSG00000040242,1184.1.1,FGFR1OP2,ENSG00000111790,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]
1878,1185,Tpm4,ENSMUSG00000031799,1185.1.1,TPM4,ENSG00000167460,tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]
252,1186,Ccar1,ENSMUSG00000020074,1186.1.1,CCAR1,ENSG00000060339,cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]
965,1187,Mal,ENSMUSG00000027375,1187.1.1,MAL,ENSG00000172005,"mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]"
99,1188,Arf5,ENSMUSG00000020440,1188.1.1,ARF5,ENSG00000004059,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]
1702,1189,Spag7,ENSMUSG00000018287,1189.1.1,SPAG7,ENSG00000091640,sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216]
1987,1190,Vps29,ENSMUSG00000029462,1190.1.1,VPS29,ENSG00000111237,"VPS29, retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340]"
555,1191,Enpp2,ENSMUSG00000022425,1191.1.1,ENPP2,ENSG00000136960,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]
990,1192,Mbd3,ENSMUSG00000035478,1192.1.1,MBD3,ENSG00000071655,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]
1112,1193,Ndufa11,ENSMUSG00000002379,1193.1.1,NDUFA11,ENSG00000174886,NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]
1113,1193,Ndufa11,ENSMUSG00000002379,1193.1.2,AC024592.3,ENSG00000267740,novel protein
1298,1194,Pon2,ENSMUSG00000032667,1194.1.1,PON2,ENSG00000105854,paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205]
479,1195,Dpm1,ENSMUSG00000078919,1195.1.1,DPM1,ENSG00000000419,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
480,1195,Dpm1,ENSMUSG00000093752,1195.2.1,DPM1,ENSG00000000419,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
1015,1196,Mindy1,ENSMUSG00000038712,1196.1.1,MINDY1,ENSG00000143409,MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]
1934,1197,Ube2s,ENSMUSG00000060860,1197.1.1,UBE2S,ENSG00000108106,ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]
541,1198,Elk3,ENSMUSG00000008398,1198.1.1,ELK3,ENSG00000111145,"ELK3, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3325]"
1203,1199,Ost4,ENSMUSG00000038803,1199.1.1,OST4,ENSG00000228474,"oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]"
340,1200,Clu,ENSMUSG00000022037,1200.1.1,CLU,ENSG00000120885,clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
1136,1201,Ndufc1,ENSMUSG00000037152,1201.1.1,NDUFC1,ENSG00000109390,NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]
890,1202,Klhl24,ENSMUSG00000062901,1202.1.1,KLHL24,ENSG00000114796,kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]
1283,1203,Pnkd,ENSMUSG00000026179,1203.1.1,PNKD,ENSG00000127838,"PNKD, MBL domain containing [Source:HGNC Symbol;Acc:HGNC:9153]"
672,1204,Glul,ENSMUSG00000026473,1204.1.1,GLUL,ENSG00000135821,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
1858,1205,Tmx4,ENSMUSG00000034723,1205.1.1,TMX4,ENSG00000125827,thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]
574,1206,Eva1b,ENSMUSG00000050212,1206.1.1,EVA1B,ENSG00000142694,eva-1 homolog B [Source:HGNC Symbol;Acc:HGNC:25558]
631,1207,Fut8,ENSMUSG00000021065,1207.1.1,FUT8,ENSG00000033170,fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]
313,1208,Chd2,ENSMUSG00000078671,1208.1.1,CHD2,ENSG00000173575,chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]
22,1209,Abhd17a,ENSMUSG00000003346,1209.1.1,ABHD17A,ENSG00000129968,abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756]
248,1210,Cbfa2t3,ENSMUSG00000006362,1210.1.1,CBFA2T3,ENSG00000129993,CBFA2/RUNX1 translocation partner 3 [Source:HGNC Symbol;Acc:HGNC:1537]
895,1211,Knop1,ENSMUSG00000030980,1211.1.1,KNOP1,ENSG00000103550,lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]
31,1212,Actr3,ENSMUSG00000026341,1212.1.1,ACTR3,ENSG00000115091,ARP3 actin related protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:170]
1991,1213,Vwa1,ENSMUSG00000042116,1213.1.1,VWA1,ENSG00000179403,von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]
144,1214,Atp5g3,ENSMUSG00000018770,1214.1.1,ATP5MC3,ENSG00000154518,ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]
1637,1215,Slain2,ENSMUSG00000036087,1215.1.1,SLAIN2,ENSG00000109171,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]
1808,1216,Tia1,ENSMUSG00000071337,1216.1.1,TIA1,ENSG00000116001,TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]
852,1217,Itm2b,ENSMUSG00000022108,1217.1.1,ITM2B,ENSG00000136156,integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]
1576,1218,Sat1,ENSMUSG00000025283,1218.1.1,SAT1,ENSG00000130066,spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]
23,1219,Abhd2,ENSMUSG00000039202,1219.1.1,ABHD2,ENSG00000140526,abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]
1975,1220,Vapa,ENSMUSG00000024091,1220.1.1,VAPA,ENSG00000101558,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]
1346,1221,Psma3,ENSMUSG00000060073,1221.1.1,PSMA3,ENSG00000100567,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
906,1222,Lamtor5,ENSMUSG00000087260,1222.1.1,LAMTOR5,ENSG00000134248,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]"
1791,1223,Tcf12,ENSMUSG00000032228,1223.1.1,TCF12,ENSG00000140262,transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]
1547,1224,Rsbn1,ENSMUSG00000044098,1224.1.1,RSBN1,ENSG00000081019,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
1063,1225,mt-Nd3,ENSMUSG00000064360,1225.1.1,MT-ND3,ENSG00000198840,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
277,1226,Cd93,ENSMUSG00000027435,1226.1.1,CD93,ENSG00000125810,CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]
1467,1227,Romo1,ENSMUSG00000067847,1227.1.1,ROMO1,ENSG00000125995,reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]
185,1228,Bcl7b,ENSMUSG00000029681,1228.1.1,BCL7B,ENSG00000106635,"BCL7B, BAF complex component [Source:HGNC Symbol;Acc:HGNC:1005]"
2044,1229,Zfp422,ENSMUSG00000059878,1229.1.1,ZNF22,ENSG00000165512,zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]
437,1230,Dctn4,ENSMUSG00000024603,1230.1.1,DCTN4,ENSG00000132912,dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
1535,1231,Rps5,ENSMUSG00000012848,1231.1.1,RPS5,ENSG00000083845,ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]
1844,1232,Tmem256,ENSMUSG00000070394,1232.1.1,TMEM256,ENSG00000205544,transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]
1845,1232,Tmem256,ENSMUSG00000070394,1232.1.2,TMEM256-PLSCR3,ENSG00000262481,TMEM256-PLSCR3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49186]
1985,1233,Vim,ENSMUSG00000026728,1233.1.1,VIM,ENSG00000026025,vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
854,1234,Itpr2,ENSMUSG00000030287,1234.1.1,ITPR2,ENSG00000123104,"inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]"
97,1235,Arf4,ENSMUSG00000021877,1235.1.1,ARF4,ENSG00000168374,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
98,1235,Arf4,ENSMUSG00000115861,1235.2.1,N/A,N/A,N/A
931,1236,Lmna,ENSMUSG00000028063,1236.1.1,LMNA,ENSG00000160789,lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]
458,1237,Dip2b,ENSMUSG00000023026,1237.1.1,DIP2B,ENSG00000066084,disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]
802,1238,Hypk,ENSMUSG00000027245,1238.1.1,HYPK,ENSG00000242028,huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]
1442,1239,Reep5,ENSMUSG00000005873,1239.1.1,REEP5,ENSG00000129625,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]
374,1240,Cox7a2l,ENSMUSG00000024248,1240.1.1,COX7A2L,ENSG00000115944,cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
1644,1241,Slc25a5,ENSMUSG00000016319,1241.1.1,SLC25A5,ENSG00000005022,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]
979,1242,March2,ENSMUSG00000079557,1242.1.1,MARCH2,ENSG00000099785,membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]
1269,1243,Pkp4,ENSMUSG00000026991,1243.1.1,PKP4,ENSG00000144283,plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]
1543,1244,Rraga,ENSMUSG00000070934,1244.1.1,RRAGA,ENSG00000155876,Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]
562,1245,Eps8l2,ENSMUSG00000025504,1245.1.1,EPS8L2,ENSG00000177106,EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]
117,1246,Arl6ip1,ENSMUSG00000030654,1246.1.1,ARL6IP1,ENSG00000170540,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]
993,1247,Mcc,ENSMUSG00000071856,1247.1.1,MCC,ENSG00000171444,"MCC, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:6935]"
1356,1248,Psmc3,ENSMUSG00000002102,1248.1.1,PSMC3,ENSG00000165916,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"
1552,1249,Rtf1,ENSMUSG00000027304,1249.1.1,RTF1,ENSG00000137815,"RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]"
446,1250,Ddx3y,ENSMUSG00000069045,1250.1.1,DDX3Y,ENSG00000067048,DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]
1499,1251,Rpl36al,ENSMUSG00000049751,1251.1.1,N/A,N/A,N/A
1814,1252,Timm13,ENSMUSG00000020219,1252.1.1,TIMM13,ENSG00000099800,translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]
1478,1253,Rpl18a,ENSMUSG00000045128,1253.1.1,RPL18A,ENSG00000105640,ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]
1295,1254,Polr3gl,ENSMUSG00000028104,1254.1.1,N/A,N/A,N/A
1681,1255,Smim15,ENSMUSG00000071180,1255.1.1,SMIM15,ENSG00000188725,small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861]
948,1256,Lsm5,ENSMUSG00000091625,1256.1.1,LSM5,ENSG00000106355,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]"
836,1257,Inpp1,ENSMUSG00000026102,1257.1.1,INPP1,ENSG00000151689,inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]
1027,1258,Mob4,ENSMUSG00000025979,1258.1.1,MOB4,ENSG00000115540,"MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]"
1028,1258,Mob4,ENSMUSG00000025979,1258.1.2,HSPE1-MOB4,ENSG00000270757,HSPE1-MOB4 readthrough [Source:HGNC Symbol;Acc:HGNC:49184]
760,1259,Hmgn2,ENSMUSG00000003038,1259.1.1,HMGN2,ENSG00000198830,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
761,1259,Hmgn2,ENSMUSG00000070713,1259.2.1,HMGN2,ENSG00000198830,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
618,1260,Foxc1,ENSMUSG00000050295,1260.1.1,FOXC1,ENSG00000054598,forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]
808,1261,Ier3,ENSMUSG00000003541,1261.1.1,IER3,ENSG00000137331,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
833,1262,Impdh1,ENSMUSG00000003500,1262.1.1,IMPDH1,ENSG00000106348,inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
174,1263,Bag1,ENSMUSG00000028416,1263.1.1,BAG1,ENSG00000107262,BCL2 associated athanogene 1 [Source:HGNC Symbol;Acc:HGNC:937]
1828,1264,Tmbim4,ENSMUSG00000020225,1264.1.1,TMBIM4,ENSG00000155957,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]
1829,1264,Tmbim4,ENSMUSG00000020225,1264.1.2,AC078927.1,ENSG00000228144,novel transcript
273,1265,Cd59a,ENSMUSG00000032679,1265.1.1,CD59,ENSG00000085063,CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]
274,1265,Cd59a,ENSMUSG00000032679,1265.1.2,AL049629.2,ENSG00000284969,novel protein
1990,1266,Vti1b,ENSMUSG00000021124,1266.1.1,VTI1B,ENSG00000100568,vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]
513,1267,Egfl7,ENSMUSG00000026921,1267.1.1,EGFL7,ENSG00000172889,EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]
1504,1268,Rpl5,ENSMUSG00000058558,1268.1.1,N/A,N/A,N/A
1480,1269,Rpl21,ENSMUSG00000041453,1269.1.1,RPL21,ENSG00000122026,ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]
269,1270,Cd200,ENSMUSG00000022661,1270.1.1,CD200,ENSG00000091972,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]
1151,1271,Nenf,ENSMUSG00000037499,1271.1.1,NENF,ENSG00000117691,neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]
242,1272,Cast,ENSMUSG00000021585,1272.1.1,CAST,ENSG00000153113,calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
614,1273,Fnta,ENSMUSG00000015994,1273.1.1,FNTA,ENSG00000168522,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]"
1051,1274,Mrps33,ENSMUSG00000029918,1274.1.1,MRPS33,ENSG00000090263,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
96,1275,Arf1,ENSMUSG00000048076,1275.1.1,ARF1,ENSG00000143761,ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
1487,1276,Rpl27a,ENSMUSG00000046364,1276.1.1,RPL27A,ENSG00000166441,ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]
897,1277,Krcc1,ENSMUSG00000053012,1277.1.1,KRCC1,ENSG00000172086,lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]
934,1278,Lpar6,ENSMUSG00000033446,1278.1.1,LPAR6,ENSG00000139679,lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:HGNC:15520]
800,1279,Hspd1,ENSMUSG00000025980,1279.1.1,N/A,N/A,N/A
953,1280,Ltbp4,ENSMUSG00000040488,1280.1.1,LTBP4,ENSG00000090006,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717]
1191,1281,Nxf1,ENSMUSG00000010097,1281.1.1,NXF1,ENSG00000162231,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
453,1282,Dennd5a,ENSMUSG00000035901,1282.1.1,DENND5A,ENSG00000184014,DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]
291,1283,Cdk9,ENSMUSG00000009555,1283.1.1,CDK9,ENSG00000136807,cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]
634,1284,Fyco1,ENSMUSG00000025241,1284.1.1,FYCO1,ENSG00000163820,FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673]
176,1285,Bax,ENSMUSG00000003873,1285.1.1,BAX,ENSG00000087088,"BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]"
180,1286,BC028528,ENSMUSG00000038543,1286.1.1,C1orf54,ENSG00000118292,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]
602,1287,Fip1l1,ENSMUSG00000029227,1287.1.1,N/A,N/A,N/A
1588,1288,Sec11c,ENSMUSG00000024516,1288.1.1,SEC11C,ENSG00000166562,"SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]"
1075,1289,Mtdh,ENSMUSG00000022255,1289.1.1,MTDH,ENSG00000147649,metadherin [Source:HGNC Symbol;Acc:HGNC:29608]
68,1290,Alkbh5,ENSMUSG00000042650,1290.1.1,ALKBH5,ENSG00000091542,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"
215,1291,C1d,ENSMUSG00000000581,1291.1.1,C1D,ENSG00000197223,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]
1689,1292,Snrpf,ENSMUSG00000020018,1292.1.1,SNRPF,ENSG00000139343,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]
201,1293,Brd8,ENSMUSG00000003778,1293.1.1,BRD8,ENSG00000112983,bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]
1798,1294,Tecr,ENSMUSG00000031708,1294.1.1,TECR,ENSG00000099797,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]"
105,1295,Arhgef15,ENSMUSG00000052921,1295.1.1,ARHGEF15,ENSG00000198844,Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590]
1554,1296,Rtl8b,ENSMUSG00000067924,1296.1.2,RTL8B,ENSG00000212747,retrotransposon Gag like 8B [Source:HGNC Symbol;Acc:HGNC:33156]
994,1297,Mcf2l,ENSMUSG00000031442,1297.1.1,MCF2L,ENSG00000126217,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]
1933,1298,Ube2r2,ENSMUSG00000036241,1298.1.1,UBE2R2,ENSG00000107341,ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]
190,1299,Bnip2,ENSMUSG00000011958,1299.1.1,BNIP2,ENSG00000140299,BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]
529,1300,Eif4a2,ENSMUSG00000022884,1300.1.1,EIF4A2,ENSG00000156976,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]
354,1301,Col4a2,ENSMUSG00000031503,1301.1.1,COL4A2,ENSG00000134871,collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]
1125,1302,Ndufb10,ENSMUSG00000040048,1302.1.1,NDUFB10,ENSG00000140990,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
1258,1303,Pik3c2a,ENSMUSG00000030660,1303.1.1,PIK3C2A,ENSG00000011405,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
1071,1304,Mt3,ENSMUSG00000031760,1304.1.1,MT3,ENSG00000087250,metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]
344,1305,Cnn2,ENSMUSG00000004665,1305.1.1,CNN2,ENSG00000064666,calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]
1809,1306,Tiam1,ENSMUSG00000002489,1306.1.1,TIAM1,ENSG00000156299,T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]
1658,1307,Slc7a1,ENSMUSG00000041313,1307.1.1,SLC7A1,ENSG00000139514,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]
363,1308,Coq10b,ENSMUSG00000025981,1308.1.1,COQ10B,ENSG00000115520,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]
1724,1309,Srpk1,ENSMUSG00000004865,1309.1.1,SRPK1,ENSG00000096063,SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]
202,1310,Brd9,ENSMUSG00000057649,1310.1.1,BRD9,ENSG00000028310,bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]
135,1311,Atp5a1,ENSMUSG00000025428,1311.1.1,ATP5F1A,ENSG00000152234,ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]
136,1311,Atp5a1,ENSMUSG00000116276,1311.2.1,N/A,N/A,N/A
880,1312,Klc1,ENSMUSG00000021288,1312.1.1,KLC1,ENSG00000126214,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]
881,1312,Klc1,ENSMUSG00000021288,1312.1.2,AL139300.1,ENSG00000256500,novel protein
1262,1313,Pir,ENSMUSG00000031379,1313.1.1,PIR,ENSG00000087842,pirin [Source:HGNC Symbol;Acc:HGNC:30048]
4,1314,1110038F14Rik,ENSMUSG00000063236,1314.1.1,C8orf33,ENSG00000182307,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]
1848,1315,Tmem33,ENSMUSG00000037720,1315.1.1,TMEM33,ENSG00000109133,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]
442,1316,Ddrgk1,ENSMUSG00000068290,1316.1.1,DDRGK1,ENSG00000198171,DDRGK domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16110]
356,1317,Commd1,ENSMUSG00000051355,1317.1.1,COMMD1,ENSG00000173163,copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]
1693,1318,Socs2,ENSMUSG00000020027,1318.1.1,SOCS2,ENSG00000120833,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]
2001,1319,Wtap,ENSMUSG00000060475,1319.1.1,WTAP,ENSG00000146457,WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]
